TITLE,CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,STATUS,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS,GB,_freq_
H,0,2,59,360.00,12.00,1.00,0.00,0.00,1500.00,0.00,V,1.00,1.00,0,0,0.00,700.00,Cars,Lease,German,Pensioner,Car,no credit cards,0,30
H,0,1,22,168.00,15.00,1.00,0.00,0.00,1500.00,0.00,U,3.00,1.00,0,0,0.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,0,1,21,216.00,15.00,1.00,0.00,0.00,1600.00,0.00,U,3.00,1.00,0,0,0.00,600.00,Cars,Lease,German,Others,Car,no credit cards,1,1
R,0,1,54,999.00,999.00,2.00,2.00,1.00,0.00,1.00,G,1.00,1.00,1,0,0.00,3000.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,0,30
H,1,3,27,18.00,30.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,2,0,0.00,1400.00,Cars,Lease,German,Others,Car,Cheque card,1,1
H,2,4,35,96.00,120.00,1.00,2.00,1.00,0.00,1.00,V,1.00,1.00,1,0,0.00,1100.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
H,0,2,30,30.00,144.00,1.00,0.00,0.00,2300.00,0.00,V,3.00,1.00,0,0,0.00,1000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
R,1,3,37,96.00,84.00,1.00,0.00,0.00,2600.00,1.00,V,1.00,1.00,2,0,0.00,1000.00,"Dept. Store,Mail",,German,"Civil Service, M",Without Vehicle,Cheque card,0,30
H,1,3,36,192.00,33.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,2500.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,1,1
H,0,1,23,42.00,12.00,1.00,0.00,0.00,1700.00,0.00,U,3.00,1.00,0,0,0.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,6,8,48,192.00,30.00,1.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,1100.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,Cheque card,0,30
H,3,5,33,12.00,24.00,2.00,0.00,0.00,1700.00,0.00,V,2.00,1.00,5,0,0.00,3000.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,1,3,47,288.00,288.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,2,0,0.00,500.00,"Dept. Store,Mail",Lease,German,"Civil Service, M",Car,Cheque card,0,30
H,2,4,31,36.00,168.00,2.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,0,0.00,900.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
R,3,4,39,168.00,15.00,1.00,0.00,0.00,1500.00,0.00,G,1.00,1.00,1,0,0.00,700.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards,1,1
H,2,4,34,168.00,216.00,2.00,2.00,1.00,2100.00,0.00,V,1.00,1.00,2,0,0.00,7000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
R,0,2,49,96.00,12.00,2.00,0.00,0.00,1500.00,0.00,V,3.00,1.00,0,0,0.00,1000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,1,2,37,999.00,42.00,2.00,0.00,0.00,1800.00,0.00,G,1.00,1.00,1,0,0.00,1700.00,"Dept. Store,Mail",Owner,German,Others,Car,no credit cards,1,1
H,2,3,38,24.00,36.00,2.00,0.00,1.00,0.00,1.00,U,1.00,1.00,1,0,0.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
R,0,1,56,60.00,36.00,2.00,1.00,1.00,1500.00,0.00,W,3.00,1.00,0,0,0.00,1500.00,"Furniture,Carpet",Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
R,2,4,39,3.00,288.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,1300.00,"Dept. Store,Mail",Lease,German,"Civil Service, M",Without Vehicle,Cheque card,1,1
H,2,4,37,108.00,3.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,1500.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,0,1,33,84.00,96.00,2.00,2.00,1.00,2700.00,0.00,U,1.00,1.00,2,0,0.00,4000.00,Cars,Lease,German,"Civil Service, M",Car,no credit cards,1,1
H,0,1,21,264.00,30.00,1.00,2.00,0.00,1000.00,0.00,U,1.00,1.00,0,3,1.00,1300.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
R,0,1,64,999.00,48.00,1.00,0.00,1.00,0.00,1.00,W,3.00,1.00,0,0,0.00,1800.00,"Furniture,Carpet",Lease,German,Pensioner,Without Vehicle,Cheque card,1,1
R,2,4,39,48.00,21.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,1200.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
H,2,4,38,144.00,15.00,2.00,0.00,1.00,2300.00,1.00,V,3.00,1.00,0,0,0.00,2000.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,Cheque card,0,30
R,1,2,26,36.00,60.00,1.00,0.00,0.00,1500.00,0.00,U,3.00,1.00,0,0,0.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
R,0,1,55,192.00,12.00,1.00,0.00,0.00,0.00,1.00,W,3.00,1.00,0,0,0.00,2500.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,1,1
H,0,2,49,288.00,39.00,2.00,0.00,0.00,1700.00,0.00,V,3.00,1.00,0,0,0.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,1,3,37,30.00,18.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,2,0,0.00,2000.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,0,30
H,1,2,28,336.00,12.00,1.00,0.00,0.00,2000.00,0.00,U,1.00,1.00,0,3,1.00,9000.00,Cars,Lease,German,Others,Car,no credit cards,0,30
H,1,2,25,192.00,48.00,2.00,0.00,0.00,2500.00,0.00,U,1.00,1.00,2,0,0.00,1600.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,no credit cards,1,1
H,2,4,28,108.00,21.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,2000.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,Cheque card,0,30
R,0,1,46,120.00,36.00,1.00,0.00,0.00,0.00,1.00,G,3.00,1.00,0,0,0.00,4000.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,0,30
H,2,4,46,240.00,15.00,1.00,0.00,0.00,2000.00,0.00,V,3.00,1.00,0,0,0.00,900.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards,1,1
R,0,1,50,72.00,999.00,2.00,2.00,0.00,2300.00,0.00,G,1.00,1.00,1,0,0.00,1100.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,0,30
R,1,3,35,84.00,12.00,2.00,2.00,1.00,0.00,1.00,V,1.00,1.00,1,0,0.00,800.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,1,3,28,54.00,39.00,1.00,2.00,1.00,0.00,1.00,V,3.00,1.00,0,3,1.00,1900.00,"Dept. Store,Mail",,German,Others,Car,Cheque card,1,1
R,0,1,53,144.00,168.00,1.00,0.00,0.00,2100.00,0.00,W,1.00,1.00,1,0,0.00,9000.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards,0,30
H,0,1,22,288.00,18.00,2.00,2.00,0.00,0.00,1.00,U,1.00,1.00,2,0,0.00,1700.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,Cheque card,1,1
H,0,2,46,120.00,36.00,2.00,2.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,800.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,0,30
H,0,1,19,240.00,24.00,1.00,0.00,0.00,1000.00,0.00,U,1.00,1.00,1,0,0.00,900.00,"Furniture,Carpet",,German,Others,Without Vehicle,no credit cards,1,1
H,2,4,38,144.00,240.00,1.00,2.00,1.00,2000.00,1.00,V,3.00,1.00,0,2,1.00,1400.00,"Radio, TV, Hifi",Lease,German,"State,Steel Ind,",Car,Cheque card,1,1
H,0,1,23,240.00,6.00,2.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,1600.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
H,1,3,25,60.00,36.00,1.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,800.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card,0,30
H,1,3,32,54.00,3.00,1.00,0.00,0.00,2200.00,0.00,V,1.00,1.00,1,0,0.00,4000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,1,3,29,9.00,12.00,1.00,0.00,0.00,2400.00,0.00,V,1.00,1.00,1,0,0.00,1300.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,2,4,29,36.00,18.00,2.00,2.00,1.00,2200.00,0.00,V,3.00,1.00,0,0,0.00,1500.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,0,1,28,21.00,15.00,1.00,2.00,1.00,2700.00,0.00,U,1.00,1.00,0,0,0.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
R,0,2,54,288.00,999.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,800.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,0,30
H,2,4,30,3.00,18.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,3,0,0.00,1700.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
H,0,1,27,216.00,18.00,1.00,0.00,0.00,1800.00,0.00,U,1.00,1.00,0,0,0.00,15000.00,Cars,Lease,German,"Food,Building,Ca",Car,no credit cards,0,30
H,0,1,21,30.00,39.00,1.00,0.00,0.00,1900.00,0.00,U,3.00,1.00,0,0,0.00,1300.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,0,1,31,999.00,54.00,2.00,0.00,0.00,0.00,1.00,U,3.00,1.00,0,0,0.00,4000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
H,0,2,37,3.00,72.00,2.00,0.00,0.00,0.00,1.00,E,3.00,1.00,0,0,0.00,700.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,0,30
H,2,4,32,48.00,33.00,1.00,0.00,1.00,0.00,1.00,V,3.00,1.00,0,0,0.00,1800.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
H,1,2,26,30.00,84.00,1.00,0.00,0.00,0.00,1.00,U,3.00,1.00,0,3,1.00,1000.00,"Dept. Store,Mail",,German,Others,Without Vehicle,Cheque card,0,30
H,2,3,42,42.00,15.00,1.00,0.00,0.00,2500.00,0.00,G,1.00,1.00,1,0,0.00,2500.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,0,1,22,60.00,9.00,2.00,0.00,0.00,0.00,1.00,U,3.00,1.00,0,0,0.00,1800.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,2,4,37,6.00,9.00,2.00,2.00,1.00,0.00,1.00,V,1.00,1.00,2,0,0.00,900.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
R,0,1,25,30.00,84.00,2.00,0.00,0.00,0.00,1.00,U,1.00,1.00,1,0,0.00,2000.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Without Vehicle,Cheque card,1,1
H,0,2,66,3.00,42.00,1.00,0.00,0.00,0.00,1.00,V,1.00,1.00,0,0,0.00,2000.00,"Furniture,Carpet",Lease,German,Pensioner,Car,Cheque card,0,30
H,1,2,28,9.00,96.00,2.00,0.00,0.00,0.00,0.00,U,1.00,1.00,1,0,0.00,800.00,"Dept. Store,Mail",Lease,German,Others,Car,Mastercard/Euroc,0,30
H,0,1,25,36.00,6.00,1.00,0.00,0.00,2000.00,0.00,U,1.00,1.00,1,3,1.00,600.00,"Dept. Store,Mail",Lease,German,"Civil Service, M",Car,no credit cards,1,1
R,0,2,56,192.00,15.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,1500.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,0,30
R,1,3,40,168.00,33.00,1.00,0.00,0.00,1000.00,0.00,V,3.00,1.00,0,0,0.00,700.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,1,3,39,192.00,24.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,1900.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,Cheque card,1,1
R,2,4,37,999.00,192.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,4000.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,1,1
R,0,1,64,96.00,42.00,2.00,0.00,0.00,0.00,1.00,W,3.00,1.00,0,0,0.00,1200.00,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,Cheque card,0,30
H,1,3,31,72.00,15.00,1.00,0.00,0.00,0.00,1.00,V,1.00,1.00,2,2,1.00,1400.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card,1,1
H,2,4,48,168.00,192.00,1.00,0.00,0.00,10000.00,0.00,V,3.00,1.00,0,0,0.00,15000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
R,1,3,28,3.00,42.00,1.00,0.00,0.00,2500.00,1.00,V,1.00,1.00,1,2,1.00,1400.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card,0,30
H,0,2,60,144.00,39.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,1200.00,"Furniture,Carpet",Lease,German,Pensioner,Without Vehicle,Cheque card,0,30
H,1,3,50,192.00,192.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,2000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
H,2,4,34,12.00,18.00,1.00,0.00,0.00,2500.00,0.00,V,1.00,1.00,1,0,0.00,1800.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,1,2,26,288.00,60.00,2.00,0.00,0.00,2200.00,0.00,U,3.00,1.00,0,0,0.00,3000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,0,2,39,84.00,84.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,500.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,1,1
H,0,2,47,144.00,336.00,2.00,2.00,1.00,0.00,1.00,V,3.00,1.00,0,0,0.00,3000.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,0,30
H,1,3,46,96.00,9.00,1.00,0.00,0.00,2300.00,0.00,V,3.00,1.00,0,0,0.00,2500.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,2,4,38,84.00,96.00,2.00,2.00,1.00,3000.00,0.00,V,1.00,1.00,1,4,1.00,0.00,,Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards,0,30
R,2,4,34,144.00,192.00,2.00,0.00,0.00,0.00,0.00,V,1.00,1.00,2,0,0.00,900.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Mastercard/Euroc,0,30
H,0,2,66,144.00,3.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,1200.00,"Furniture,Carpet",Lease,German,Pensioner,Without Vehicle,Cheque card,0,30
R,0,2,58,72.00,36.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,900.00,"Dept. Store,Mail",Lease,German,Pensioner,Without Vehicle,Cheque card,0,30
H,0,1,41,120.00,120.00,2.00,0.00,1.00,2700.00,0.00,U,1.00,1.00,1,0,0.00,2500.00,Leisure,Lease,German,Others,Car,no credit cards,1,1
H,1,2,32,84.00,168.00,1.00,0.00,0.00,1600.00,0.00,G,3.00,1.00,0,0,0.00,1800.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,1,1
H,1,2,55,240.00,999.00,1.00,0.00,0.00,2100.00,0.00,T,1.00,1.00,1,0,0.00,8000.00,Cars,Lease,German,Others,Car,no credit cards,0,30
H,1,3,32,96.00,33.00,2.00,0.00,1.00,0.00,1.00,V,1.00,1.00,2,0,0.00,2000.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,1,1
H,0,1,22,264.00,27.00,2.00,2.00,0.00,2600.00,0.00,U,1.00,1.00,1,3,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,2,66,168.00,12.00,2.00,0.00,0.00,2400.00,1.00,V,3.00,1.00,0,3,1.00,4000.00,"Furniture,Carpet",Lease,German,Pensioner,Car,Cheque card,0,30
H,2,4,44,216.00,42.00,1.00,0.00,0.00,0.00,1.00,V,1.00,1.00,2,0,0.00,2000.00,"Dept. Store,Mail",Lease,German,Self-employed pe,Car,Cheque card,0,30
H,2,3,41,216.00,84.00,1.00,0.00,1.00,0.00,1.00,G,1.00,1.00,2,0,0.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,3,5,23,288.00,33.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,1800.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,1,1
R,0,1,36,144.00,27.00,2.00,0.00,0.00,0.00,1.00,U,3.00,1.00,0,0,0.00,500.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,Cheque card,1,1
H,3,5,35,192.00,168.00,2.00,2.00,0.00,2500.00,0.00,V,1.00,1.00,2,3,1.00,4000.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards,0,30
R,0,1,20,60.00,33.00,2.00,0.00,0.00,0.00,1.00,U,1.00,1.00,1,0,0.00,1700.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,1,1
R,0,2,45,312.00,288.00,1.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,1400.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,0,30
H,0,1,39,216.00,288.00,1.00,2.00,0.00,0.00,1.00,U,1.00,1.00,2,0,0.00,1300.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,Cheque card,1,1
H,1,2,33,96.00,27.00,2.00,0.00,1.00,10000.00,0.00,U,1.00,1.00,1,0,0.00,1700.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,no credit cards,1,1
H,1,3,28,42.00,39.00,1.00,0.00,0.00,1500.00,0.00,V,1.00,1.00,1,0,0.00,1200.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,3,5,34,168.00,39.00,2.00,0.00,0.00,3100.00,0.00,V,1.00,1.00,2,0,0.00,1200.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards,0,30
H,0,1,23,24.00,36.00,1.00,0.00,0.00,2000.00,0.00,U,1.00,1.00,1,0,0.00,4000.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards,1,1
R,1,3,36,96.00,192.00,1.00,0.00,0.00,2700.00,0.00,V,1.00,1.00,4,0,0.00,1600.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards,0,30
H,2,4,34,168.00,33.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,2,0,0.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,1,1
H,2,3,34,144.00,33.00,2.00,2.00,0.00,0.00,1.00,G,1.00,1.00,3,0,0.00,1600.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,1,1
H,0,1,31,999.00,33.00,1.00,0.00,1.00,0.00,1.00,U,1.00,1.00,1,0,0.00,500.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,0,30
H,0,2,60,168.00,45.00,2.00,0.00,0.00,0.00,0.00,V,1.00,1.00,0,0,0.00,1500.00,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,Mastercard/Euroc,0,30
H,2,4,41,108.00,84.00,2.00,0.00,0.00,2100.00,0.00,U,1.00,1.00,9,4,1.00,0.00,,Lease,German,Others,Car,no credit cards,1,1
H,2,4,41,36.00,144.00,1.00,0.00,1.00,2900.00,0.00,V,1.00,1.00,1,0,0.00,4000.00,"Furniture,Carpet",,German,"Civil Service, M",Car,no credit cards,1,1
R,0,1,65,360.00,60.00,1.00,0.00,0.00,0.00,1.00,W,3.00,1.00,0,0,0.00,1200.00,"Dept. Store,Mail",Lease,German,Pensioner,Car,Cheque card,0,30
R,0,1,47,30.00,39.00,1.00,0.00,0.00,1500.00,0.00,W,3.00,1.00,0,0,0.00,700.00,"Furniture,Carpet",Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
H,1,3,41,168.00,36.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,800.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,2,4,33,999.00,24.00,2.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,0,0.00,1000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
H,0,1,31,96.00,30.00,2.00,0.00,0.00,2400.00,0.00,U,1.00,1.00,1,0,0.00,3000.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,no credit cards,1,1
H,0,1,21,168.00,9.00,2.00,0.00,0.00,1500.00,0.00,U,3.00,1.00,0,0,0.00,600.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,1,1
H,1,3,44,288.00,12.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,0,0.00,700.00,Cars,Lease,German,Others,Car,Cheque card,0,30
R,0,2,25,12.00,36.00,2.00,0.00,0.00,0.00,0.00,V,3.00,1.00,0,0,0.00,1300.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,Mastercard/Euroc,0,30
H,0,1,59,120.00,24.00,2.00,0.00,1.00,0.00,1.00,G,1.00,1.00,1,0,0.00,1200.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,1,3,28,21.00,36.00,1.00,2.00,1.00,0.00,1.00,V,1.00,1.00,2,0,0.00,1300.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,1,1
R,0,1,18,216.00,30.00,2.00,0.00,0.00,1000.00,0.00,U,3.00,1.00,0,0,0.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,2,46,999.00,999.00,2.00,2.00,1.00,5000.00,0.00,V,1.00,1.00,2,3,1.00,3000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,1,2,23,18.00,30.00,1.00,0.00,0.00,2000.00,0.00,U,3.00,1.00,0,0,0.00,1700.00,"Furniture,Carpet",Lease,German,Military Service,Car,no credit cards,1,1
H,0,1,49,168.00,336.00,2.00,0.00,0.00,0.00,1.00,U,1.00,1.00,2,3,1.00,1400.00,"Dept. Store,Mail",,German,"Civil Service, M",Car,Cheque card,0,30
R,2,4,37,54.00,21.00,2.00,0.00,1.00,0.00,1.00,V,1.00,1.00,3,0,0.00,2500.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
H,0,1,20,240.00,27.00,1.00,0.00,0.00,1000.00,0.00,U,3.00,1.00,0,0,0.00,1000.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,1,1
H,0,1,25,36.00,96.00,2.00,0.00,0.00,0.00,1.00,U,3.00,1.00,0,0,0.00,800.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,0,30
H,1,2,29,36.00,36.00,2.00,0.00,1.00,0.00,1.00,G,1.00,1.00,1,0,0.00,2000.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,Cheque card,0,30
H,3,5,39,999.00,9.00,1.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,4000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
H,0,2,28,42.00,39.00,1.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,4000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
H,1,3,38,24.00,12.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,2500.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
H,0,1,24,96.00,48.00,2.00,2.00,0.00,2000.00,0.00,U,1.00,1.00,0,0,0.00,1400.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,1,3,43,168.00,33.00,2.00,2.00,1.00,2600.00,0.00,V,1.00,1.00,3,0,0.00,600.00,"Dept. Store,Mail",Lease,German,"Civil Service, M",Car,no credit cards,1,1
H,2,4,39,264.00,240.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,4000.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,2,4,39,60.00,120.00,2.00,0.00,0.00,1700.00,1.00,V,3.00,1.00,0,0,0.00,900.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
H,0,2,62,288.00,33.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,1300.00,"Furniture,Carpet",Lease,German,Pensioner,Car,Cheque card,0,30
R,0,2,56,999.00,33.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,4000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
R,3,4,32,54.00,66.00,2.00,0.00,0.00,0.00,1.00,T,3.00,1.00,0,0,0.00,4000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
H,0,2,56,96.00,999.00,2.00,2.00,1.00,4000.00,0.00,V,3.00,1.00,0,0,0.00,7000.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,no credit cards,0,30
R,1,2,40,36.00,15.00,1.00,0.00,0.00,0.00,1.00,U,1.00,1.00,0,0,0.00,1100.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,0,30
R,0,2,24,15.00,12.00,1.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,500.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
R,0,1,22,264.00,6.00,2.00,0.00,0.00,0.00,1.00,U,1.00,1.00,1,0,0.00,2500.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,1,1
R,1,3,26,3.00,120.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,0,0.00,900.00,"Dept. Store,Mail",Lease,German,Chemical Industr,Car,Cheque card,0,30
R,3,4,42,96.00,288.00,2.00,0.00,1.00,3000.00,0.00,G,1.00,1.00,1,0,0.00,1200.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,0,2,30,48.00,60.00,2.00,2.00,1.00,0.00,0.00,V,1.00,1.00,2,0,0.00,500.00,"Dept. Store,Mail",Lease,German,Others,Car,Mastercard/Euroc,1,1
R,0,1,24,168.00,12.00,1.00,0.00,0.00,2500.00,0.00,U,3.00,1.00,0,0,0.00,1600.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,0,2,56,264.00,36.00,2.00,0.00,1.00,0.00,1.00,V,1.00,1.00,2,0,0.00,4000.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,Cheque card,0,30
